File Name,Hot Pixel Count
Masks/image_347.png,302
Masks/image_348.png,329
Masks/image_349.png,307
Masks/image_350.png,395
Masks/image_351.png,325
Masks/image_352.png,405
Masks/image_353.png,272
Masks/image_354.png,206
Masks/image_355.png,181
Masks/image_356.png,179
Masks/image_357.png,187
Masks/image_358.png,188
Masks/image_359.png,198
Masks/image_360.png,196
Masks/image_361.png,305
Masks/image_362.png,271
Masks/image_363.png,236
Masks/image_364.png,153
Masks/image_365.png,209
Masks/image_366.png,191
Masks/image_367.png,209
Masks/image_368.png,198
Masks/image_369.png,211
Masks/image_370.png,183
Masks/image_371.png,183
Masks/image_372.png,244
Masks/image_373.png,227
Masks/image_374.png,213
Masks/image_375.png,304
Masks/image_376.png,341
Masks/image_377.png,378
Masks/image_378.png,311
Masks/image_379.png,261
Masks/image_380.png,162
Masks/image_381.png,193
Masks/image_382.png,232
Masks/image_383.png,205
Masks/image_384.png,188
Masks/image_385.png,185
Masks/image_386.png,236
Masks/image_387.png,190
Masks/image_388.png,139
Masks/image_389.png,211
Masks/image_390.png,208
Masks/image_391.png,198
Masks/image_392.png,197
Masks/image_393.png,219
Masks/image_394.png,236
Masks/image_395.png,252
Masks/image_396.png,230
Masks/image_397.png,242
Masks/image_398.png,228
Masks/image_399.png,238
Masks/image_400.png,205
Masks/image_401.png,232
Masks/image_402.png,281
Masks/image_403.png,241
Masks/image_404.png,208
Masks/image_405.png,209
Masks/image_406.png,224
Masks/image_407.png,210
Masks/image_408.png,191
Masks/image_409.png,205
Masks/image_410.png,198
Masks/image_411.png,200
Masks/image_412.png,193
Masks/image_413.png,184
Masks/image_414.png,186
Masks/image_415.png,232
Masks/image_416.png,198
Masks/image_417.png,204
Masks/image_418.png,165
Masks/image_419.png,167
Masks/image_420.png,190
Masks/image_421.png,176
Masks/image_422.png,188
Masks/image_423.png,254
Masks/image_424.png,258
Masks/image_425.png,291
Masks/image_426.png,308
Masks/image_427.png,294
Masks/image_428.png,276
Masks/image_429.png,289
Masks/image_430.png,262
Masks/image_431.png,361
Masks/image_432.png,335
Masks/image_433.png,267
Masks/image_434.png,327
Masks/image_435.png,357
Masks/image_436.png,374
Masks/image_437.png,441
Masks/image_438.png,377
Masks/image_439.png,301
Masks/image_440.png,361
Masks/image_441.png,279
Masks/image_442.png,274
Masks/image_443.png,329
Masks/image_444.png,284
Masks/image_445.png,354
Masks/image_446.png,260
Masks/image_447.png,246
Masks/image_448.png,240
Masks/image_449.png,295
Masks/image_450.png,251
Masks/image_451.png,264
Masks/image_452.png,288
Masks/image_453.png,297
Masks/image_454.png,279
Masks/image_455.png,295
Masks/image_456.png,251
Masks/image_457.png,274
Masks/image_458.png,255
Masks/image_459.png,283
Masks/image_460.png,259
Masks/image_461.png,238
Masks/image_462.png,250
Masks/image_463.png,265
Masks/image_464.png,284
Masks/image_465.png,251
Masks/image_466.png,254
Masks/image_467.png,213
Masks/image_468.png,187
Masks/image_469.png,176
Masks/image_470.png,81
Masks/image_471.png,103
Masks/image_472.png,111
Masks/image_473.png,169
Masks/image_474.png,162
Masks/image_475.png,205
Masks/image_476.png,179
Masks/image_477.png,220
Masks/image_478.png,289
Masks/image_479.png,290
Masks/image_480.png,399
Masks/image_481.png,370
Masks/image_482.png,438
Masks/image_483.png,428
Masks/image_484.png,342
Masks/image_485.png,414
Masks/image_486.png,476
Masks/image_487.png,464
Masks/image_488.png,568
Masks/image_489.png,578
Masks/image_490.png,664
Masks/image_491.png,558
Masks/image_492.png,443
Masks/image_493.png,538
Masks/image_494.png,704
Masks/image_495.png,786
Masks/image_496.png,846
Masks/image_497.png,912
Masks/image_498.png,960
Masks/image_499.png,1109
Masks/image_500.png,1291
Masks/image_501.png,1253
Masks/image_502.png,1278
Masks/image_503.png,1505
Masks/image_504.png,1517
Masks/image_505.png,1735
Masks/image_506.png,2529
Masks/image_507.png,2994
Masks/image_508.png,3135
Masks/image_509.png,3091
Masks/image_510.png,3064
Masks/image_511.png,3021
Masks/image_512.png,2717
Masks/image_513.png,2689
Masks/image_514.png,2836
Masks/image_515.png,2831
Masks/image_516.png,3011
Masks/image_517.png,3062
Masks/image_518.png,3247
Masks/image_519.png,2457
Masks/image_520.png,2532
Masks/image_521.png,2823
Masks/image_522.png,3277
Masks/image_523.png,3178
Masks/image_524.png,3110
Masks/image_525.png,3194
Masks/image_526.png,3242
Masks/image_527.png,3285
Masks/image_528.png,3436
Masks/image_529.png,2556
Masks/image_530.png,2903
Masks/image_531.png,2268
Masks/image_532.png,2177
Masks/image_533.png,1625
Masks/image_534.png,1396
Masks/image_535.png,1610
Masks/image_536.png,1455
Masks/image_537.png,1771
Masks/image_538.png,1829
Masks/image_539.png,1694
Masks/image_540.png,1686
Masks/image_541.png,1778
Masks/image_542.png,1730
Masks/image_543.png,1607
Masks/image_544.png,1696
Masks/image_545.png,1961
Masks/image_546.png,1571
Masks/image_547.png,1742
Masks/image_548.png,1453
Masks/image_549.png,1486
Masks/image_550.png,1415
Masks/image_551.png,1708
Masks/image_552.png,1783
Masks/image_553.png,1522
Masks/image_554.png,1894
Masks/image_555.png,1926
Masks/image_556.png,1794
Masks/image_557.png,1704
Masks/image_558.png,1824
Masks/image_559.png,1955
Masks/image_560.png,1722
Masks/image_561.png,1876
Masks/image_562.png,1714
Masks/image_563.png,1472
Masks/image_564.png,1100
Masks/image_565.png,1120
Masks/image_566.png,1353
Masks/image_567.png,1281
Masks/image_568.png,1045
Masks/image_569.png,1227
Masks/image_570.png,1262
Masks/image_571.png,1409
Masks/image_572.png,1042
Masks/image_573.png,1401
Masks/image_574.png,1325
Masks/image_575.png,1448
Masks/image_576.png,1594
Masks/image_577.png,1694
Masks/image_578.png,1793
Masks/image_579.png,1747
Masks/image_580.png,1380
Masks/image_581.png,1419
Masks/image_582.png,1613
Masks/image_583.png,1717
Masks/image_584.png,1737
Masks/image_585.png,1921
Masks/image_586.png,1729
Masks/image_587.png,1517
Masks/image_588.png,1563
Masks/image_589.png,1624
Masks/image_590.png,1833
Masks/image_591.png,1916
Masks/image_592.png,1797
Masks/image_593.png,1916
Masks/image_594.png,1811
Masks/image_595.png,1814
Masks/image_596.png,1873
Masks/image_597.png,1831
Masks/image_598.png,2013
Masks/image_599.png,2124
Masks/image_600.png,1081
Masks/image_601.png,1868
Masks/image_602.png,2252
Masks/image_603.png,2187
Masks/image_604.png,1964
Masks/image_605.png,2166
Masks/image_606.png,2103
Masks/image_607.png,2086
Masks/image_608.png,1964
Masks/image_609.png,2071
Masks/image_610.png,2131
Masks/image_611.png,2270
Masks/image_612.png,1948
Masks/image_613.png,2115
Masks/image_614.png,2089
Masks/image_615.png,2025
Masks/image_616.png,2125
Masks/image_617.png,2194
Masks/image_618.png,2181
Masks/image_619.png,1967
Masks/image_620.png,1960
Masks/image_621.png,2100
Masks/image_622.png,2009
Masks/image_623.png,2098
Masks/image_624.png,2283
Masks/image_625.png,2127
Masks/image_626.png,2143
Masks/image_627.png,2038
Masks/image_628.png,1856
Masks/image_629.png,1793
Masks/image_630.png,1935
Masks/image_631.png,1854
Masks/image_632.png,1932
Masks/image_633.png,2089
Masks/image_634.png,2006
Masks/image_635.png,2258
Masks/image_636.png,2012
Masks/image_637.png,1920
Masks/image_638.png,2004
Masks/image_639.png,2070
Masks/image_640.png,1948
Masks/image_641.png,2029
Masks/image_642.png,2288
Masks/image_643.png,2708
Masks/image_644.png,2455
Masks/image_645.png,2392
Masks/image_646.png,2632
Masks/image_647.png,2685
Masks/image_648.png,2790
Masks/image_649.png,2525
Masks/image_650.png,2198
Masks/image_651.png,2330
Masks/image_652.png,2233
Masks/image_653.png,2222
Masks/image_654.png,2452
Masks/image_655.png,2575
Masks/image_656.png,2367
Masks/image_657.png,2267
Masks/image_658.png,2514
Masks/image_659.png,2292
Masks/image_660.png,2298
Masks/image_661.png,2445
Masks/image_662.png,2273
Masks/image_663.png,2144
Masks/image_664.png,1956
Masks/image_665.png,2090
Masks/image_666.png,2291
Masks/image_667.png,2127
Masks/image_668.png,1959
Masks/image_669.png,1960
Masks/image_670.png,2018
Masks/image_671.png,2130
Masks/image_672.png,2295
Masks/image_673.png,2306
Masks/image_674.png,2151
Masks/image_675.png,2227
Masks/image_676.png,2283
Masks/image_677.png,2233
Masks/image_678.png,2258
Masks/image_679.png,2241
Masks/image_680.png,2131
Masks/image_681.png,2052
Masks/image_682.png,2239
Masks/image_683.png,2299
Masks/image_684.png,2332
Masks/image_685.png,2595
Masks/image_686.png,2422
Masks/image_687.png,2498
Masks/image_688.png,2410
Masks/image_689.png,2309
Masks/image_690.png,2641
Masks/image_691.png,2684
Masks/image_692.png,2427
Masks/image_693.png,2439
Masks/image_694.png,2210
Masks/image_695.png,1587
Masks/image_696.png,2412
Masks/image_697.png,2701
Masks/image_698.png,2676
Masks/image_699.png,2604
Masks/image_700.png,2479
Masks/image_701.png,2631
Masks/image_702.png,2790
Masks/image_703.png,2572
Masks/image_704.png,2672
Masks/image_705.png,2349
Masks/image_706.png,2418
Masks/image_707.png,2337
Masks/image_708.png,2503
Masks/image_709.png,2305
Masks/image_710.png,2412
Masks/image_711.png,2334
Masks/image_712.png,2320
Masks/image_713.png,2503
Masks/image_714.png,2719
Masks/image_715.png,2487
Masks/image_716.png,2435
Masks/image_717.png,2496
Masks/image_718.png,2682
Masks/image_719.png,2830
Masks/image_720.png,2832
Masks/image_721.png,2871
Masks/image_722.png,2732
Masks/image_723.png,2599
Masks/image_724.png,2636
Masks/image_725.png,2626
Masks/image_726.png,2795
Masks/image_727.png,2722
Masks/image_728.png,2559
Masks/image_729.png,2666
Masks/image_730.png,2841
Masks/image_731.png,2700
Masks/image_732.png,2533
Masks/image_733.png,2706
Masks/image_734.png,2404
Masks/image_735.png,2466
Masks/image_736.png,2413
Masks/image_737.png,2299
Masks/image_738.png,2263
Masks/image_739.png,2243
Masks/image_740.png,2231
Masks/image_741.png,2284
Masks/image_742.png,2242
Masks/image_743.png,1972
Masks/image_744.png,2059
Masks/image_745.png,2019
Masks/image_746.png,2213
Masks/image_747.png,2102
Masks/image_748.png,2090
Masks/image_749.png,2058
Masks/image_750.png,1996
Masks/image_751.png,2080
Masks/image_752.png,2027
Masks/image_753.png,1998
Masks/image_754.png,2060
Masks/image_755.png,2016
Masks/image_756.png,1909
Masks/image_757.png,2007
Masks/image_758.png,1929
Masks/image_759.png,1855
Masks/image_760.png,1864
Masks/image_761.png,1920
Masks/image_762.png,1937
Masks/image_763.png,1978
Masks/image_764.png,1911
Masks/image_765.png,1862
Masks/image_766.png,1938
Masks/image_767.png,1980
Masks/image_768.png,1915
Masks/image_769.png,2069
Masks/image_770.png,2023
Masks/image_771.png,2017
Masks/image_772.png,1935
Masks/image_773.png,1895
Masks/image_774.png,1997
Masks/image_775.png,2011
Masks/image_776.png,2073
Masks/image_777.png,2059
Masks/image_778.png,2026
Masks/image_779.png,2051
Masks/image_780.png,1925
Masks/image_781.png,1918
Masks/image_782.png,1894
Masks/image_783.png,1981
Masks/image_784.png,1863
Masks/image_785.png,1974
Masks/image_786.png,1982
Masks/image_787.png,1975
Masks/image_788.png,1930
Masks/image_789.png,1909
Masks/image_790.png,1896
Masks/image_791.png,1926
Masks/image_792.png,1938
Masks/image_793.png,1796
Masks/image_794.png,1711
Masks/image_795.png,1888
Masks/image_796.png,2016
Masks/image_797.png,1901
Masks/image_798.png,1956
Masks/image_799.png,2151
Masks/image_800.png,2085
Masks/image_801.png,2077
Masks/image_802.png,2035
Masks/image_803.png,2005
Masks/image_804.png,2020
Masks/image_805.png,2075
Masks/image_806.png,1998
Masks/image_807.png,2174
Masks/image_808.png,2085
Masks/image_809.png,2186
Masks/image_810.png,2114
Masks/image_811.png,2039
Masks/image_812.png,2205
Masks/image_813.png,2167
Masks/image_814.png,2283
Masks/image_815.png,2328
Masks/image_816.png,2376
Masks/image_817.png,2390
Masks/image_818.png,2344
Masks/image_819.png,2182
Masks/image_820.png,1825
Masks/image_821.png,1565
Masks/image_822.png,1330
Masks/image_823.png,1318
Masks/image_824.png,1266
Masks/image_825.png,1174
Masks/image_826.png,1208
Masks/image_827.png,1232
Masks/image_828.png,1098
Masks/image_829.png,1191
Masks/image_830.png,1110
Masks/image_831.png,1113
Masks/image_832.png,1080
Masks/image_833.png,1200
Masks/image_834.png,1103
Masks/image_835.png,1217
Masks/image_836.png,1206
Masks/image_837.png,1149
Masks/image_838.png,1175
Masks/image_839.png,1216
Masks/image_840.png,1241
Masks/image_841.png,1193
Masks/image_842.png,1256
Masks/image_843.png,1140
Masks/image_844.png,1254
Masks/image_845.png,1178
Masks/image_846.png,1208
Masks/image_847.png,1333
Masks/image_848.png,1367
Masks/image_849.png,891
Masks/image_850.png,1457
Masks/image_851.png,1419
Masks/image_852.png,1496
Masks/image_853.png,1533
Masks/image_854.png,1414
Masks/image_855.png,1662
Masks/image_856.png,1840
Masks/image_857.png,1740
Masks/image_858.png,1690
Masks/image_859.png,1664
Masks/image_860.png,1203
Masks/image_861.png,1114
Masks/image_862.png,1047
Masks/image_863.png,1191
Masks/image_864.png,1169
Masks/image_865.png,1176
Masks/image_866.png,1033
Masks/image_867.png,804
Masks/image_868.png,694
Masks/image_869.png,660
Masks/image_870.png,651
Masks/image_871.png,722
Masks/image_872.png,684
Masks/image_873.png,659
Masks/image_874.png,652
Masks/image_875.png,610
Masks/image_876.png,576
Masks/image_877.png,572
Masks/image_878.png,542
Masks/image_879.png,539
Masks/image_880.png,555
Masks/image_881.png,448
Masks/image_882.png,426
Masks/image_883.png,334
Masks/image_884.png,296
Masks/image_885.png,23
Masks/image_886.png,63
Masks/image_887.png,72
Masks/image_888.png,69
Masks/image_889.png,66
Masks/image_890.png,69
Masks/image_891.png,50
Masks/image_892.png,60
Masks/image_893.png,69
Masks/image_894.png,71
Masks/image_895.png,77
Masks/image_896.png,62
Masks/image_897.png,68
Masks/image_898.png,78
Masks/image_899.png,79
Masks/image_900.png,89
Masks/image_901.png,85
Masks/image_902.png,78
Masks/image_903.png,76
Masks/image_904.png,69
Masks/image_905.png,80
Masks/image_906.png,81
Masks/image_907.png,86
Masks/image_908.png,75
Masks/image_909.png,71
Masks/image_910.png,81
Masks/image_911.png,82
Masks/image_912.png,78
Masks/image_913.png,78
Masks/image_914.png,76
Masks/image_915.png,81
Masks/image_916.png,88
Masks/image_917.png,92
Masks/image_918.png,78
Masks/image_919.png,78
Masks/image_920.png,52
Masks/image_921.png,60
Masks/image_922.png,66
Masks/image_923.png,66
Masks/image_924.png,68
Masks/image_925.png,65
Masks/image_926.png,62
Masks/image_927.png,70
Masks/image_928.png,78
Masks/image_929.png,78
Masks/image_930.png,70
Masks/image_931.png,70
Masks/image_932.png,51
Masks/image_933.png,59
Masks/image_934.png,49
Masks/image_935.png,60
Masks/image_936.png,80
Masks/image_937.png,59
Masks/image_938.png,61
Masks/image_939.png,59
Masks/image_940.png,57
Masks/image_941.png,60
Masks/image_942.png,47
Masks/image_943.png,293
Masks/image_944.png,376
Masks/image_945.png,424
Masks/image_946.png,623
Masks/image_947.png,765
Masks/image_948.png,1022
Masks/image_949.png,1348
Masks/image_950.png,1283
Masks/image_951.png,1400
Masks/image_952.png,1330
Masks/image_953.png,1347
Masks/image_954.png,1303
Masks/image_955.png,1129
Masks/image_956.png,1086
Masks/image_957.png,1093
Masks/image_958.png,1022
Masks/image_959.png,965
Masks/image_960.png,1053
Masks/image_961.png,949
Masks/image_962.png,1065
Masks/image_963.png,945
Masks/image_964.png,1083
Masks/image_965.png,1051
Masks/image_966.png,979
Masks/image_967.png,999
Masks/image_968.png,1011
Masks/image_969.png,1482
Masks/image_970.png,1970
Masks/image_971.png,1856
Masks/image_972.png,1729
Masks/image_973.png,1712
Masks/image_974.png,1575
Masks/image_975.png,1617
Masks/image_976.png,1696
Masks/image_977.png,1591
Masks/image_978.png,1735
Masks/image_979.png,1625
Masks/image_980.png,1473
Masks/image_981.png,1421
Masks/image_982.png,1119
Masks/image_983.png,1078
Masks/image_984.png,887
Masks/image_985.png,910
Masks/image_986.png,959
Masks/image_987.png,928
Masks/image_988.png,976
Masks/image_989.png,905
Masks/image_990.png,765
Masks/image_991.png,757
Masks/image_992.png,763
Masks/image_993.png,767
Masks/image_994.png,812
Masks/image_995.png,746
Masks/image_996.png,787
Masks/image_997.png,800
Masks/image_998.png,738
Masks/image_999.png,712
Masks/image_1000.png,814
Masks/image_1001.png,795
Masks/image_1002.png,851
Masks/image_1003.png,849
Masks/image_1004.png,914
Masks/image_1005.png,961
Masks/image_1006.png,930
Masks/image_1007.png,874
Masks/image_1008.png,968
Masks/image_1009.png,911
Masks/image_1010.png,957
Masks/image_1011.png,1094
Masks/image_1012.png,915
Masks/image_1013.png,971
Masks/image_1014.png,968
Masks/image_1015.png,979
Masks/image_1016.png,949
Masks/image_1017.png,917
Masks/image_1018.png,913
Masks/image_1019.png,945
Masks/image_1020.png,819
Masks/image_1021.png,998
Masks/image_1022.png,784
Masks/image_1023.png,724
Masks/image_1024.png,719
Masks/image_1025.png,758
Masks/image_1026.png,777
Masks/image_1027.png,800
Masks/image_1028.png,798
Masks/image_1029.png,814
Masks/image_1030.png,868
Masks/image_1031.png,819
Masks/image_1032.png,860
Masks/image_1033.png,933
Masks/image_1034.png,932
Masks/image_1035.png,1003
Masks/image_1036.png,998
Masks/image_1037.png,840
Masks/image_1038.png,855
Masks/image_1039.png,845
Masks/image_1040.png,830
Masks/image_1041.png,871
Masks/image_1042.png,845
Masks/image_1043.png,888
Masks/image_1044.png,838
Masks/image_1045.png,911
Masks/image_1046.png,953
Masks/image_1047.png,987
Masks/image_1048.png,952
Masks/image_1049.png,896
Masks/image_1050.png,863
Masks/image_1051.png,948
Masks/image_1052.png,1010
Masks/image_1053.png,1095
Masks/image_1054.png,926
Masks/image_1055.png,876
Masks/image_1056.png,955
Masks/image_1057.png,1008
Masks/image_1058.png,994
Masks/image_1059.png,886
Masks/image_1060.png,958
Masks/image_1061.png,937
Masks/image_1062.png,924
Masks/image_1063.png,887
Masks/image_1064.png,898
Masks/image_1065.png,896
Masks/image_1066.png,917
Masks/image_1067.png,926
Masks/image_1068.png,966
Masks/image_1069.png,979
Masks/image_1070.png,1014
Masks/image_1071.png,924
Masks/image_1072.png,899
Masks/image_1073.png,938
Masks/image_1074.png,983
Masks/image_1075.png,1022
Masks/image_1076.png,1047
Masks/image_1077.png,1054
Masks/image_1078.png,999
Masks/image_1079.png,1003
Masks/image_1080.png,1089
Masks/image_1081.png,1074
Masks/image_1082.png,1141
Masks/image_1083.png,1216
Masks/image_1084.png,1042
Masks/image_1085.png,958
Masks/image_1086.png,994
Masks/image_1087.png,948
Masks/image_1088.png,1083
Masks/image_1089.png,929
Masks/image_1090.png,930
Masks/image_1091.png,1056
Masks/image_1092.png,1061
Masks/image_1093.png,1077
Masks/image_1094.png,1042
Masks/image_1095.png,986
Masks/image_1096.png,1058
Masks/image_1097.png,997
Masks/image_1098.png,1041
Masks/image_1099.png,1001
Masks/image_1100.png,1096
Masks/image_1101.png,1078
Masks/image_1102.png,1102
